BAGELSTACKS BAGEL & DELI,"1111 ROUTE 110, UNIT 116",Southampton,NY,11735
BEIJING RESTAURANT COMPANY,"1017 ROUTE 109, STORE 12",Southampton,NY,11735
BELLAGIO PIZZARIA,211 AIRPORT PLAZA,Southampton,NY,11735
BJ HEROES,1005 FULTON STREET,Southampton,NY,11735
BLACK FOREST BREW HAUS,2015 NEW HIGHWAY,Southampton,NY,11735
BLIMPIE,52D WILLOW PARK CENTER,Southampton,NY,11735
BOBS DISCOUNT FURNITURE,1999 BROADHOLLOW ROAD,Southampton,NY,11735
BOCCONCINI PIZZA & DELI,1965-4 NEW HIGHWAY,Southampton,NY,11735
BOOKS AND BEANS,"2350 BROADHOLLOW RD, GREENLEY",Southampton,NY,11735
BOULEVARD DELI,35 ALLEN BLVD.,Southampton,NY,11735
BOUNCE U OF FARMINGDALE,101 CAROLYN BLVD.,Southampton,NY,11735
BOUNCERS AND SLYDOS,1835 NEW HIGHWAY,Southampton,NY,11735
BUFFALO WILD WINGS,1080 BROADHOLLOW ROAD,Southampton,NY,11735
BURGER KING,1915 BROADHOLLOW ROAD,Southampton,NY,11735
BURGER KING,96 ROUTE 110,Southampton,NY,11735
CAFE ROYALE,103 ROUTE 109,Southampton,NY,11735
CHANGING TIMES,1247 MELVILLE ROAD,Southampton,NY,11735
CHEEBURGER CHEEBURGER,228 AIRPORT PLAZA BLVD.,Southampton,NY,11735
CHILIS GRILL & BAR,770 RTE. 110,Southampton,NY,11735
CHINA GRAND BUFFET REST.,201 AIRPORT PLAZA BLVD.,Southampton,NY,11735
CHIPOTLE MEXICAN GRILL,901 BROADHOLLOW ROAD-RTE.110,Southampton,NY,11735
COLONIAL SPRNGS.G.C.REST.,ONE LONG ISLAND AVENUE,Southampton,NY,11735
CONKLIN EXPRESS,902 CONKLIN STREET,Southampton,NY,11735
COUNTY-WIDE CONCESSIONS,137 ALLEN BOULEVARD,Southampton,NY,11735
CRYSTAL CAFE,801 CONKLIN STREET,Southampton,NY,11735
DELI ZONE,290 ROUTE 109,Southampton,NY,11735
DUNKIN DONUTS,203 BROADHOLLOW ROAD,Southampton,NY,11735
DUNKIN DONUTS-BASKIN ROBBINS,2109 BROADHOLLOW ROAD,Southampton,NY,11735
EL PASO TAQUERIA GRILL,787-789 CONKLIN STREET,Southampton,NY,11735
EL PATRON SPORT BAR,1005-B FULTON STREET,Southampton,NY,11735
FARMINGDALE GYMNASTICS ATHLETI,121 CAROLYN BLVD.,Southampton,NY,11735
FARMINGDALE LANES,999 CONKLIN STREET,Southampton,NY,11735
FARMINGDALE MULTIPLEX,1001 BROADHOLLOW ROAD,Southampton,NY,11735
FARMINGDALE STADIUM 10,20 MICHAEL DRIVE,Southampton,NY,11735
FARMINGDALE STATE COLLEGE STUD,2350 BROADHOLLOW ROAD,Southampton,NY,11735
FELICOS PIZZA SHACK,85 ALLEN BOULEVARD,Southampton,NY,11735
GOODFELLAS CAFE,55 CENTRAL AVENUE,Southampton,NY,11735
HOOTERS OF FARMINGDALE,25 SMITH STREET,Southampton,NY,11735
HOPE FOR THE FUTURE MINISTRIES,131 VERDI STREET,Southampton,NY,11735
HOULIHANS RESTAURANT,923 BROAD HOLLOW RD.,Southampton,NY,11735
J&W SOUTHWIND DELI,1029 FULTON ST. (ROUTE 109),Southampton,NY,11735
JOHNS MARKET,55 ALLEN BOULEVARD,Southampton,NY,11735
"KING CATERERS, INC.",60 SMITH STREET,Southampton,NY,11735
KITCHEN DOOR,1975 NEW HIGHWAY,Southampton,NY,11735
"KZAM, INC.",85 SEA LANE,Southampton,NY,11735
LASER KINGDOM OF MARS,133 MILBAR BLVD.,Southampton,NY,11735
MARRIOTT COURTYARD,2 MARRIOTT PLAZA,Southampton,NY,11735
MOJO TACO,1251 MELVILLE ROAD,Southampton,NY,11735
NATHANS FAMOUS,229 RTE. 110,Southampton,NY,11735
NEW GOLDEN CHINA RESTAURANT,1965-5 NEW HIGHWAY,Southampton,NY,11735
NOODLES AND COMPANY,207 AIRPORT PLAZA,Southampton,NY,11735
NRGIZE LIFE STYLE CAFE,2110 BROADHOLLOW ROAD,Southampton,NY,11735
PANERA BREAD,919 ROUTE 110,Southampton,NY,11735
PIZZA STUDIO,911 BROADHOLLOW ROAD,Southampton,NY,11735
RETRO FITNESS OF FARMINGDALE,1039 ROUTE 109,Southampton,NY,11735
RUBY TUESDAY #2231,2120 BROADHOLLOW ROAD,Southampton,NY,11735
S.D.SALTZMAN E.MEM.ELEM.,25 MILL LANE,Southampton,NY,11735
SAMS WICHES,10 SMITH STREET,Southampton,NY,11735
SEBASTIANOS CATERERS,328 FULTON STREET - RTE. 109,Southampton,NY,11735
STAGE DOOR EAST,43 MILBAR BOULEVARD,Southampton,NY,11735
STARBUCKS COFFEE COMPANY,10 MICHAEL DRIVE,Southampton,NY,11735
STUFF-A-BAGEL U.,1253 MELVILLE ROAD,Southampton,NY,11735
SUBWAY,901 BROADHOLLOW ROAD,Southampton,NY,11735
SUBWAY RESTAURANT,1021 ROUTE 109,Southampton,NY,11735
SWEET HOME CAFE,500 BI COUNTY BLVD.,Southampton,NY,11735
TACO BELL,1981 BROADHOLLOW ROAD,Southampton,NY,11735
TALLUCIS PIZZA,1249 MELVILLE ROAD,Southampton,NY,11735
TELEPHONICS CAFE,815 BROADHOLLOW ROAD,Southampton,NY,11735
THE BAGEL FACTORY,255 AIRPORT PLAZA,Southampton,NY,11735
THE MAIN EVENT RESTAURANT & SP,1815 BROADHOLLOW ROAD,Southampton,NY,11735
THE MELTING POT,2377 BROADHOLLOW ROAD,Southampton,NY,11735
THE WILD ROSE,1660 NEW HIGHWAY,Southampton,NY,11735
TOP OF THE MUFFIN CAFE,465 SMITH STREET,Southampton,NY,11735
TRENTO,1058 BROADHOLLOW ROAD,Southampton,NY,11735
TRIO DELI,1676 NEW HIGHWAY,Southampton,NY,11735
VERONA RISTORANTE,1255 MELVILLE ROAD,Southampton,NY,11735
WENDYS,220 ROUTE 109,Southampton,NY,11735
WENDYS RESTAURANT,2123 BROADHOLLOW ROAD,Southampton,NY,11735
WHITE CASTLE,265 BROADHOLLOW ROAD,Southampton,NY,11735
WOOD KINGDOM,111 MILBAR BOULEVARD,Southampton,NY,11735
ADVENTURELAND,2245 ROUTE 110,South Setauket,NY,11735
AFC SUSHI @ FARMINGDALE STATE,2350 BROADHOLLOW ROAD,South Setauket,NY,11735
ANSWER VENDING @ HOME DEPOT,202 AIRPORT PLAZA,South Setauket,NY,11735
ANSWER VENDING @ LOWES,90 PRICE PARKWAY,South Setauket,NY,11735
ANSWER VENDING @ UPS FARMINGDALE,75 SMITH STREET,South Setauket,NY,11735
APPLEBEES,200 AIRPORT PLAZA,South Setauket,NY,11735
BAGELSTACKS BAGEL & DELI,"1111 ROUTE 110, UNIT 116",South Setauket,NY,11735
BEIJING RESTAURANT COMPANY,"1017 ROUTE 109, STORE 12",South Setauket,NY,11735
BELLAGIO PIZZARIA,211 AIRPORT PLAZA,South Setauket,NY,11735
BJ HEROES,1005 FULTON STREET,South Setauket,NY,11735
BLACK FOREST BREW HAUS,2015 NEW HIGHWAY,South Setauket,NY,11735
BLIMPIE,52D WILLOW PARK CENTER,South Setauket,NY,11735
BOBS DISCOUNT FURNITURE,1999 BROADHOLLOW ROAD,South Setauket,NY,11735
BOCCONCINI PIZZA & DELI,1965-4 NEW HIGHWAY,South Setauket,NY,11735
BOOKS AND BEANS,"2350 BROADHOLLOW RD, GREENLEY",South Setauket,NY,11735
BOULEVARD DELI,35 ALLEN BLVD.,South Setauket,NY,11735
BOUNCE U OF FARMINGDALE,101 CAROLYN BLVD.,South Setauket,NY,11735
BOUNCERS AND SLYDOS,1835 NEW HIGHWAY,South Setauket,NY,11735
BUFFALO WILD WINGS,1080 BROADHOLLOW ROAD,South Setauket,NY,11735
BURGER KING,1915 BROADHOLLOW ROAD,South Setauket,NY,11735
BURGER KING,96 ROUTE 110,South Setauket,NY,11735
CAFE ROYALE,103 ROUTE 109,South Setauket,NY,11735
CHANGING TIMES,1247 MELVILLE ROAD,South Setauket,NY,11735
CHEEBURGER CHEEBURGER,228 AIRPORT PLAZA BLVD.,South Setauket,NY,11735
CHILIS GRILL & BAR,770 RTE. 110,South Setauket,NY,11735
CHINA GRAND BUFFET REST.,201 AIRPORT PLAZA BLVD.,South Setauket,NY,11735
CHIPOTLE MEXICAN GRILL,901 BROADHOLLOW ROAD-RTE.110,South Setauket,NY,11735
COLONIAL SPRNGS.G.C.REST.,ONE LONG ISLAND AVENUE,South Setauket,NY,11735
CONKLIN EXPRESS,902 CONKLIN STREET,South Setauket,NY,11735
COUNTY-WIDE CONCESSIONS,137 ALLEN BOULEVARD,South Setauket,NY,11735
CRYSTAL CAFE,801 CONKLIN STREET,South Setauket,NY,11735
DELI ZONE,290 ROUTE 109,South Setauket,NY,11735
DUNKIN DONUTS,203 BROADHOLLOW ROAD,South Setauket,NY,11735
DUNKIN DONUTS-BASKIN ROBBINS,2109 BROADHOLLOW ROAD,South Setauket,NY,11735
EL PASO TAQUERIA GRILL,787-789 CONKLIN STREET,South Setauket,NY,11735
EL PATRON SPORT BAR,1005-B FULTON STREET,South Setauket,NY,11735
FARMINGDALE GYMNASTICS ATHLETI,121 CAROLYN BLVD.,South Setauket,NY,11735
FARMINGDALE LANES,999 CONKLIN STREET,South Setauket,NY,11735
FARMINGDALE MULTIPLEX,1001 BROADHOLLOW ROAD,South Setauket,NY,11735
FARMINGDALE STADIUM 10,20 MICHAEL DRIVE,South Setauket,NY,11735
FARMINGDALE STATE COLLEGE STUD,2350 BROADHOLLOW ROAD,South Setauket,NY,11735
FELICOS PIZZA SHACK,85 ALLEN BOULEVARD,South Setauket,NY,11735
GOODFELLAS CAFE,55 CENTRAL AVENUE,South Setauket,NY,11735
HOOTERS OF FARMINGDALE,25 SMITH STREET,South Setauket,NY,11735
HOPE FOR THE FUTURE MINISTRIES,131 VERDI STREET,South Setauket,NY,11735
HOULIHANS RESTAURANT,923 BROAD HOLLOW RD.,South Setauket,NY,11735
J&W SOUTHWIND DELI,1029 FULTON ST. (ROUTE 109),South Setauket,NY,11735
JOHNS MARKET,55 ALLEN BOULEVARD,South Setauket,NY,11735
"KING CATERERS, INC.",60 SMITH STREET,South Setauket,NY,11735
KITCHEN DOOR,1975 NEW HIGHWAY,South Setauket,NY,11735
"KZAM, INC.",85 SEA LANE,South Setauket,NY,11735
LASER KINGDOM OF MARS,133 MILBAR BLVD.,South Setauket,NY,11735
MARRIOTT COURTYARD,2 MARRIOTT PLAZA,South Setauket,NY,11735
MOJO TACO,1251 MELVILLE ROAD,South Setauket,NY,11735
NATHANS FAMOUS,229 RTE. 110,South Setauket,NY,11735
NEW GOLDEN CHINA RESTAURANT,1965-5 NEW HIGHWAY,South Setauket,NY,11735
NOODLES AND COMPANY,207 AIRPORT PLAZA,South Setauket,NY,11735
NRGIZE LIFE STYLE CAFE,2110 BROADHOLLOW ROAD,South Setauket,NY,11735
PANERA BREAD,919 ROUTE 110,South Setauket,NY,11735
PIZZA STUDIO,911 BROADHOLLOW ROAD,South Setauket,NY,11735
RETRO FITNESS OF FARMINGDALE,1039 ROUTE 109,South Setauket,NY,11735
RUBY TUESDAY #2231,2120 BROADHOLLOW ROAD,South Setauket,NY,11735
S.D.SALTZMAN E.MEM.ELEM.,25 MILL LANE,South Setauket,NY,11735
SAMS WICHES,10 SMITH STREET,South Setauket,NY,11735
SEBASTIANOS CATERERS,328 FULTON STREET - RTE. 109,South Setauket,NY,11735
STAGE DOOR EAST,43 MILBAR BOULEVARD,South Setauket,NY,11735
STARBUCKS COFFEE COMPANY,10 MICHAEL DRIVE,South Setauket,NY,11735
STUFF-A-BAGEL U.,1253 MELVILLE ROAD,South Setauket,NY,11735
SUBWAY,901 BROADHOLLOW ROAD,South Setauket,NY,11735
SUBWAY RESTAURANT,1021 ROUTE 109,South Setauket,NY,11735
SWEET HOME CAFE,500 BI COUNTY BLVD.,South Setauket,NY,11735
TACO BELL,1981 BROADHOLLOW ROAD,South Setauket,NY,11735
TALLUCIS PIZZA,1249 MELVILLE ROAD,South Setauket,NY,11735
TELEPHONICS CAFE,815 BROADHOLLOW ROAD,South Setauket,NY,11735
THE BAGEL FACTORY,255 AIRPORT PLAZA,South Setauket,NY,11735
THE MAIN EVENT RESTAURANT & SP,1815 BROADHOLLOW ROAD,South Setauket,NY,11735
THE MELTING POT,2377 BROADHOLLOW ROAD,South Setauket,NY,11735
THE WILD ROSE,1660 NEW HIGHWAY,South Setauket,NY,11735
TOP OF THE MUFFIN CAFE,465 SMITH STREET,South Setauket,NY,11735
TRENTO,1058 BROADHOLLOW ROAD,South Setauket,NY,11735
TRIO DELI,1676 NEW HIGHWAY,South Setauket,NY,11735
VERONA RISTORANTE,1255 MELVILLE ROAD,South Setauket,NY,11735
WENDYS,220 ROUTE 109,South Setauket,NY,11735
WENDYS RESTAURANT,2123 BROADHOLLOW ROAD,South Setauket,NY,11735
WHITE CASTLE,265 BROADHOLLOW ROAD,South Setauket,NY,11735
WOOD KINGDOM,111 MILBAR BOULEVARD,South Setauket,NY,11735
GEORGES KITCHEN,175 SOUND BEACH BOULEVARD,Stony Brook,NY,11789
GOLDEN GREAT WALL,175 SOUND BEACH BLVD.,Stony Brook,NY,11789
HARTLIN INN INC.,30 NEW YORK AVENUE,Stony Brook,NY,11789
INFERNO,245 ECHO AVENUE,Stony Brook,NY,11789
MESQUITE,291 ECHO AVENUE,Stony Brook,NY,11789
PAPA FRANCESCOS SOUND BEACH,157 WHITESTONE ROAD,Stony Brook,NY,11789
GEORGES KITCHEN,175 SOUND BEACH BOULEVARD,South Huntington,NY,11789
GOLDEN GREAT WALL,175 SOUND BEACH BLVD.,South Huntington,NY,11789
HARTLIN INN INC.,30 NEW YORK AVENUE,South Huntington,NY,11789
INFERNO,245 ECHO AVENUE,South Huntington,NY,11789
MESQUITE,291 ECHO AVENUE,South Huntington,NY,11789
PAPA FRANCESCOS SOUND BEACH,157 WHITESTONE ROAD,South Huntington,NY,11789
ACCOMPSETT MIDDLE SCHOOL,660 MEADOW ROAD,Water Mill,NY,11787
AJI 53 JAPANESE CUISINE,1 MILLER PLACE,Water Mill,NY,11787
ALPINE PASTRY SHOP,59 ROUTE 111,Water Mill,NY,11787
AMERICAN ROADSIDE BURGERS,80 E. MAIN STREET,Water Mill,NY,11787
AMF SMITHTOWN LANES,200 LANDING AVENUE,Water Mill,NY,11787
AZULEJOS MEXICAN RESTAURANT,368 MIDDLE COUNTRY ROAD,Water Mill,NY,11787
BAGEL EXPRESS,264 W. MAIN STREET,Water Mill,NY,11787
BAGEL MANIAC,863 WEST JERICHO TURNPIKE,Water Mill,NY,11787
BAJA GRILL SMITHTOWN,20 EAST MAIN STREET,Water Mill,NY,11787
BEST ON A BAGEL,385-8 VETERANS MEMORIAL HWY.,Water Mill,NY,11787
BONAPPETITO RISTORANTE & PIZZE,345 TERRY ROAD,Water Mill,NY,11787
BRANCH BROOK ELEMENTARY,15 RIDGELY ROAD,Water Mill,NY,11787
BUON AMICI BAKERY,975 W. JERICHO TURNPIKE,Water Mill,NY,11787
BUONA SERA,88 E. MAIN STREET,Water Mill,NY,11787
BURGER KING,1096 W. JERICHO TURNPIKE,Water Mill,NY,11787
BUTERAS OF SMITHTOWN,65 EAST MAIN STREET,Water Mill,NY,11787
CAFE HAVANA BAR & GRILL,944 W. JERICHO TURNPIKE,Water Mill,NY,11787
CAFE SIENA,50 ROUTE 25A,Water Mill,NY,11787
CAFE TWO TWENTY-TWO,"222 MIDDLE COUNTRY RD,STE 117",Water Mill,NY,11787
CAMPUS HERO DELI 2,351 TERRY ROAD,Water Mill,NY,11787
CARRABBAS ITALIAN GRILL,730 SMITHTOWN BY-PASS,Water Mill,NY,11787
CASA LUIS RESTAURANT ,1033 JERICHO TURNPIKE,Water Mill,NY,11787
CASA RUSTICA RESTAURANT,175 WEST MAIN STREET,Water Mill,NY,11787
CHANS KITCHEN,975 W. JERICHO TURNPIKE,Water Mill,NY,11787
CHOP SHOP,47-49 E MAIN STREET,Water Mill,NY,11787
CIROS PIZZA,546 SMITHTOWN BY PASS,Water Mill,NY,11787
CRAZY CREPE CAFE,71 E. MAIN STREET,Water Mill,NY,11787
CROXLEYS ALE HOUSE & BIERGART,155 W. MAIN STREET,Water Mill,NY,11787
DOGWOOD ELEMENTARY SCHOOL,50 DOGWOOD DRIVE,Water Mill,NY,11787
DOMINOS PIZZA,863 W. JERICHO TURNPIKE,Water Mill,NY,11787
DON JONOS PIZZERIA RESTAURANT,975 JERICHO TURNPIKE,Water Mill,NY,11787
DUNKIN DONUTS/BASKIN ROBBINS,235 W. MAIN STREET,Water Mill,NY,11787
DUNKIN DONUTS/BASKIN ROBBINS,731 NESCONSET HIGHWAY,Water Mill,NY,11787
DUNKIN DONUTS/BASKIN ROBBINS,560 SMITHTOWN BYPASS,Water Mill,NY,11787
ELEGANT EATING,739 SMITHTOWN BY PASS,Water Mill,NY,11787
EMPIRE GINGER,294 MAPLE AVENUE,Water Mill,NY,11787
FAMOUS DAVES,716 SMITHTOWN BYPASS,Water Mill,NY,11787
FARADAYS OF SMITHTOWN,17 WEST MAIN STREET,Water Mill,NY,11787
FLIPS GYMNASTICS II,975 W. JERICHO TURNPIKE,Water Mill,NY,11787
FLORIAN @ PARKER ELEC.,300 MARCUS BLVD,Water Mill,NY,11787
FRATELLOS PIZZA & PASTA,60 TERRY ROAD,Water Mill,NY,11787
FRIENDLYS RESTAURANT,220 MT PLEASANT ROAD,Water Mill,NY,11787
GARDEN GRILL,64 NORTH COUNTRY ROAD,Water Mill,NY,11787
GOLD COAST CHEER,975 W. JERICHO TUNRPIKE,Water Mill,NY,11787
GOLDEN DRAGON CHINESE REST.,385-4 VETERANS MEMORIAL HWY.,Water Mill,NY,11787
GOLDS GYM,100 LANDING AVE,Water Mill,NY,11787
GUIDE DOG FOUNDATION FOR BLIND,371 E JERICHO TPKE,Water Mill,NY,11787
H2O SEAFOOD GRILL,215 W. MAIN STREET,Water Mill,NY,11787
HOP N BOP,"975 W. JERICHO TPKE.,UNIT 14",Water Mill,NY,11787
HOTOKE SUSHI & STEAKHOUSE,41 RTE. 111,Water Mill,NY,11787
ICE CREAM PARTY SHOPPE,385-1 VETERANS MEMORIAL H,Water Mill,NY,11787
INSIGNIA STEAKHOUSE,610 NESCONSET HIGHWAY,Water Mill,NY,11787
INTERNATIONAL SOCCER ACADEMY,905 JERICHO TPIKE,Water Mill,NY,11787
IVY LEAGUE SCHOOL,211 BROOKSITE DRIVE,Water Mill,NY,11787
JAVIERS CAFE,101 E. MAIN STREET,Water Mill,NY,11787
KATIE DONEGANS,145 WEST MAIN STREET,Water Mill,NY,11787
KINGS CHEF,49 WEST MAIN STREET,Water Mill,NY,11787
LA FAMIGLIA RESTAURANT,250 W. MAIN STREET,Water Mill,NY,11787
LA FITNESS,121 E. MAIN STREET,Water Mill,NY,11787
LA PANCHITA RESTAURANT,67 WEST MAIN STREET,Water Mill,NY,11787
LUSO RESTAURANT,133 W. MAIN STREET,Water Mill,NY,11787
MANNINOS PIZZA AND PASTA,40 EAST MAIN STREET,Water Mill,NY,11787
MAUREENS KITCHEN,108 TERRY ROAD,Water Mill,NY,11787
MC DONALDS,923 JERICHO TURNPIKE,Water Mill,NY,11787
MOES SOUTHWEST GRILL,77 ROUTE 111,Water Mill,NY,11787
MONTES PIZZA,300 MAPLE AVE.,Water Mill,NY,11787
MT. PLEASANT ELEMENTARY S,33 PLAISTED AVENUE,Water Mill,NY,11787
MYKONOS GREEK CAFE,45 ROUTE 111,Water Mill,NY,11787
NAPPER TANDYS,15 EAST MAIN ST,Water Mill,NY,11787
NEW HOW MING RESTAURANT,341 TERRY ROAD,Water Mill,NY,11787
NICKS CLAM BAR & PIZZA,243 NORTH COUNTRY ROAD,Water Mill,NY,11787
NINOS DELI,75 W. MAIN STREET,Water Mill,NY,11787
OLD STREET PUB,92 EAST MAIN STREET,Water Mill,NY,11787
ORIENTAL KITCHEN,79 SMITHTOWN BOULEVARD,Water Mill,NY,11787
PINES ELEMENTARY SCHOOL,22 HOLLY DRIVE,Water Mill,NY,11787
PUB 347,532 SMITHTOWN BYPASS,Water Mill,NY,11787
QUAGLIATA BROTHERS,963B JERICHO TURNPIKE,Water Mill,NY,11787
RAAN THAI CUISINE,201 TERRY ROAD,Water Mill,NY,11787
RALPHS ITALIAN ICES,316 MAPLE AVENUE,Water Mill,NY,11787
ROCKWELLS BAR & GRILL,60 TERRY ROAD,Water Mill,NY,11787
SALS RISTORANTE BAR PIZZERIA,1012 W. JERICHO TURNPIKE,Water Mill,NY,11787
SALSA SALSA,320 MAPLE AVENUE,Water Mill,NY,11787
SENIOR CITIZEN CENTER,420 MIDDLE COUNTRY ROAD,Water Mill,NY,11787
SIMPLY DEVINE CATERERS,30 TERRY ROAD,Water Mill,NY,11787
SIT-N-SIP,296 MAPLE AVENUE,Water Mill,NY,11787
SMITHTOWN BAGELS,1B MILLER PLACE,Water Mill,NY,11787
SMITHTOWN CENTRAL HS WEST,100 CENTRAL ROAD,Water Mill,NY,11787
SMITHTOWN ELEMENTARY,51 LAWRENCE AVENUE,Water Mill,NY,11787
SMITHTOWN GOSPEL TABERNACLE,1 HIGBIE DRIVE,Water Mill,NY,11787
SMITHTOWN LANDING C.C.,495 LANDING AVENUE,Water Mill,NY,11787
SMITHTOWN LANDING CC-9TH,495 LANDING AVE,Water Mill,NY,11787
SMITHTOWN LODGE #2036 BPOE,120 EDGEWOOD AVENUE,Water Mill,NY,11787
SOUTH BEACH SALOON,28 TERRY ROAD,Water Mill,NY,11787
ST PATRICKS SCHOOL,280 E MAIN STREET,Water Mill,NY,11787
STARBUCKS COFFEE,1D MILLER PLACE,Water Mill,NY,11787
STONEBRIDGE COUNTRY CLUB,2000 RAYNORS WAY,Water Mill,NY,11787
SUBWAY,"140 E. MAIN STREET, STORE #2",Water Mill,NY,11787
SUBWAY,1020 WEST JERICHO TPKE.,Water Mill,NY,11787
SUBWAY,1217 ROUTE 25A,Water Mill,NY,11787
TACO BELL #5469,773 SMITHTOWN BYPASS,Water Mill,NY,11787
TAP AND BARREL,558 SMITHTOWN BY-PASS,Water Mill,NY,11787
THAI HOUSE RESTAURANT,53 WEST MAIN STREET,Water Mill,NY,11787
THE BAGEL SMITH,20 LAWRENCE AVENUE,Water Mill,NY,11787
THE BAKING COACH,9 FAIR OAKS LANE,Water Mill,NY,11787
THE CLAY OVEN HALAL CUISINE,863 W. JERICHO TURNPIKE,Water Mill,NY,11787
THE MILLENNIUM DINER,156 E. MAIN STREET,Water Mill,NY,11787
THE OASIS,490 WEST JERICHO TURNPIKE,Water Mill,NY,11787
THREE BAMBINOS PIZZERIA,385-6 VETERANS MEM. HWY.,Water Mill,NY,11787
TOMO SUSHI JAPANESE RESTAURANT,9 EAST MAIN STREET,Water Mill,NY,11787
TROPICAL SMOOTHIE CAFE,32 EAST MAIN STREET,Water Mill,NY,11787
UNCLE LOUIE G,10-A EAST MAIN STREET,Water Mill,NY,11787
VILLAGGIO DI NAPOLI,61A ROUTE 111,Water Mill,NY,11787
WATERMILL CATERERS,711 SMITHTOWN BYPASS,Water Mill,NY,11787
WEINISCHS DELICATESSEN,306 MAPLE AVENUE,Water Mill,NY,11787
WILD GINGER,69 SMITHTOWN BOULEVARD,Water Mill,NY,11787
YOGURTINI,44 E. MAIN STREET,Water Mill,NY,11787
YOUTH WITH A MISSION,70 NEW YORK AVE,Water Mill,NY,11787
ANSWER VENDING @ UNCLE WALLYS,41 NATCON DRIVE,South Jamesport,NY,11967
APPLEBEES RESTAURANT,WM. FLOYD PKWY & MONTAUK HWY,South Jamesport,NY,11967
BOSTON MARKET STORE #852,803 MONTAUK HIGHWAY,South Jamesport,NY,11967
BURGER KING 909,862 MONTAUK HWY.,South Jamesport,NY,11967
CARLOS PIZZERIA,451 GLEN DRIVE,South Jamesport,NY,11967
CARVEL 685,492 WILLIAM FLOYD PARKWAY,South Jamesport,NY,11967
CHECKERS DRIVE-IN RESTAURANT,550 WILLIAM FLOYD PARKWAY,South Jamesport,NY,11967
CHUN BO,60 NORTHERN BOULEVARD,South Jamesport,NY,11967
DELI BEER SMOKE,44-C SURREY CIRCLE,South Jamesport,NY,11967
DOMENICS MR. PIZZA,800-06 MONTAUK HWY.,South Jamesport,NY,11967
DUNKIN DONUTS,440 WILLIAM FLOYD PARKWAY,South Jamesport,NY,11967
DUNKIN DONUTS,545 WILLIAM FLOYD PARKWAY,South Jamesport,NY,11967
"FLIGHTLINE CAFE, DOWLING COLLE",1300 WILLIAM FLOYD PKWY.,South Jamesport,NY,11967
FRESHY FRESH BAGELS,917 MONTAUK HIGHWAY,South Jamesport,NY,11967
FRIENDLYS RESTAURANT,940 MONTAUK HIGHWAY,South Jamesport,NY,11967
JOES PIZZA OF SHIRLEY,433 WILLIAM FLOYD PARKWAY,South Jamesport,NY,11967
JOHN S. HOBART ELEMENTARY SCHO,230 VAN BUREN STREET,South Jamesport,NY,11967
KFC,800 MONTAUK HIGHWAY,South Jamesport,NY,11967
KINGDOM ISLAND CHICKEN,351 WILLIAM FLOYD PARKWAY,South Jamesport,NY,11967
LA JOLLA DE ORO RESTAURANT,234-1 WILLIAM FLOYD PARKWAY,South Jamesport,NY,11967
LONG ISLAND LIVE STEAMERS,SOUTHAVEN PARK,South Jamesport,NY,11967
LOUNGE LAS VEGAS,39 SURREY CIRCLE,South Jamesport,NY,11967
LUITPOLD,20 PRECISION DR.,South Jamesport,NY,11967
LUITPOLD,1 LUITPOLD DRIVE,South Jamesport,NY,11967
LUITPOLD,26 PRECISION DRIVE,South Jamesport,NY,11967
LUITPOLD,1 LUITPOLD DR.,South Jamesport,NY,11967
MCDONALDS RESTAURANT,971 MONTAUK HIGHWAY,South Jamesport,NY,11967
MEI GARDEN,999-26 MONTAUK HIGHWAY,South Jamesport,NY,11967
MOES COFFEE CABOOSE,82 SURREY CIRCLE,South Jamesport,NY,11967
NATHANIEL WOODHULL ELEMENTARY,6 FRANCIS LANDAU PLACE,South Jamesport,NY,11967
OKENO SUSHI,"451 GLEN DRIVE, #10",South Jamesport,NY,11967
ORIENTAL KITCHEN,451 GLEN DRIVE,South Jamesport,NY,11967
PAPA JOHNS PIZZA,"60 NORTHERN BLVD., STORE #8",South Jamesport,NY,11967
PIZZA HUT OF SHIRLEY,534 WILLIAM FLOYD PARKWAY,South Jamesport,NY,11967
RALPHS ITALIAN ICE,990 MONTAUK HIGHWAY,South Jamesport,NY,11967
RALPHS ITALIAN ICES OF SHIRLE,60 SURREY CIRCLE,South Jamesport,NY,11967
RAMSEY CAFE,"45 RAMSEY ROAD, UNIT 3",South Jamesport,NY,11967
RED MANGO,999-6 MONTAUK HIGHWAY,South Jamesport,NY,11967
ROMANOS PIZZA & PASTA,55 SURREY CIRCLE,South Jamesport,NY,11967
SAVARONA PIZZERIA & RESTAURANT,999-22 MONTAUK HIGHWAY,South Jamesport,NY,11967
SMITH POINT BEACH HUT,1 FIRE ISLAND AVENUE,South Jamesport,NY,11967
STRATHMORE BAGELS,999-8 MONTAUK HIGHWAY,South Jamesport,NY,11967
SUBWAY,895-A MONTAUK HWY.,South Jamesport,NY,11967
SWEET GARDEN KITCHEN,234-4 WILLIAM FLOYD PARKWAY,South Jamesport,NY,11967
TACO BELL #4006,551 WILLIAM FLOYD PARKWAY,South Jamesport,NY,11967
TACO LOCO,921 MONTAUK HIGHWAY,South Jamesport,NY,11967
THE STATION PUB,140 MASTIC BOULEVARD,South Jamesport,NY,11967
THE WAVE,SMITHPOINT PARK,South Jamesport,NY,11967
TONYS SUSHI,77 NORTHERN BOULEVARD,South Jamesport,NY,11967
